Chinese,English,Frequency Count,Indonesia
真相,the truth,7043,kebenaran
恨,hatred,7033,kebencian
卡,Card,7019,Kartu
不知,Unknown,7016,Tidak dikenal
远,Far,7005,Jauh
警官,police officer,6998,petugas polisi
属于,belong,6975,milik
什,Varied,6954,Bervariasi
い,い,6951,い
可不是,Not,6949,Bukan
怪,Strange,6947,Aneh
一名,One,6937,Satu
怀疑,Suspect,6934,Mengira
笨蛋,Fool,6930,Bodoh
战斗,fighting,6915,berkelahi
承认,admit,6914,mengakui
馬,horse,6913,kuda
法律,law,6910,hukum
别说,Don't say,6906,Jangan bilang
简体,Simplified,6900,Disederhanakan
记录,Record,6882,Catatan
见面,Meet,6881,Bertemu
能力,ability,6881,kemampuan
足够,enough,6869,cukup
帶,bring,6865,membawa
瞧,Look at,6857,Lihatlah
同样,same,6850,sama
白痴,idiot,6847,orang bodoh
拒绝,reject,6835,menolak
影响,Influence,6829,Pengaruh
画,painting,6820,lukisan
其,That,6817,Itu
德,Virtue,6811,Kebajikan
交易,trade,6811,berdagang
回來,return,6797,kembali
别动,do not move,6788,Jangan bergerak
管,Tube,6787,Tabung
开门,Open the door,6774,Buka pintunya
意味着,mean,6770,berarti
或是,Or,6766,Atau
美,beautiful,6757,cantik
教授,professor,6756,profesor
享受,enjoy,6749,menikmati
時間,time,6744,waktu
喝酒,drink wine,6743,minum anggur
好多,many,6743,banyak
接下来,Next,6729,Berikutnya
開始,start,6726,awal
腿,leg,6724,kaki
走开,Go away,6703,Pergilah
合作,cooperate,6701,bekerja sama
女朋友,girlfriend,6691,pacar perempuan
好吃,tasty,6683,lezat
事件,event,6679,peristiwa
出发,Set off,6673,Berangkat
酒吧,bar,6669,batang
多么,how,6668,Bagaimana
不如,Not as good as,6668,Tidak sebagus
指,refer to,6665,merujuk ke
客人,guest,6656,tamu
换,Change,6654,Mengubah
梦想,dream,6654,mimpi
英雄,hero,6644,pahlawan
傻,stupid,6604,bodoh
血,Blood,6598,Darah
扔,Throw,6587,Melemparkan
藏,Tibetan,6578,orang Tibet
杀人,kill,6563,membunuh
一会儿,For a while,6563,Sebentar
沒事,fine,6555,Bagus
变,Change,6540,Mengubah
约,about,6539,tentang
行为,Behavior,6538,Perilaku
头发,hair,6523,rambut
适合,Suitable,6510,Sesuai
穦,Bleak,6505,Suram
恭喜,Congratulations,6494,Selamat
上次,Last time,6489,Terakhir kali
地狱,hell,6481,neraka
不在乎,not give a damn about,6475,celaka dgn
生,born,6472,dilahirkan
哪个,Which one,6467,Yang mana
实在,really,6467,Sungguh
路上,On the way,6462,Dalam perjalanan
接近,near,6457,di dekat
不准,Be unbridled,6456,Jadilah tak terkendali
银行,bank,6456,bank
碰,bump,6454,menabrak
介绍,introduce,6453,memperkenalkan
一旦,once,6448,sekali
味道,smell,6448,bau
实际上,In fact,6445,nyatanya
感受,Feel,6437,Merasa
身份,identity,6432,identitas
意外,Accident,6416,Kecelakaan
一般,generally,6415,umumnya
吓,scare,6408,ketakutan
停下,Stop,6399,Berhenti
意义,significance,6397,makna
拜,bye,6396,selamat tinggal
来看,Look at,6392,Lihatlah
婊子,Bitch,6391,Jalang
梦,Dream,6390,Mimpi
学习,study,6385,belajar
同时,at the same time,6383,pada saat yang sama
不起,Be unable to afford,6381,Tidak mampu membelinya
呼吸,breathe,6380,bernapas
是从,From,6370,Dari
经历,experience,6367,pengalaman
凶手,murderer,6362,pembunuh
目前,at present,6361,saat ini
威胁,threaten,6359,mengancam
没法,Not,6355,Bukan
有时候,sometimes,6354,Kadang-kadang
英国,U.K.,6336,Inggris
男,male,6331,pria
什么样,What,6322,Apa
老大,Boss,6320,Bos
受,by,6309,oleh
愚蠢,madness,6301,kegilaan
算了,never mind,6295,Sudahlah
真实,reality,6291,realitas
婚礼,wedding,6270,pernikahan
在家,at home,6268,di rumah
允许,allow,6262,mengizinkan
军队,army,6256,tentara
电视,television,6253,televisi
一家,Family,6236,Keluarga
灵魂,soul,6232,jiwa
谢,Thanks,6223,Terima kasih
如,like,6212,menyukai
道,road,6206,jalan
究竟,after all,6201,bagaimanapun
戴,Wear,6199,Memakai
无论,regardless,6182,tanpa memedulikan
谋杀,murder,6176,pembunuhan
立刻,immediately,6165,langsung
特,special,6158,spesial
躺,lie,6158,berbohong
试图,attempt,6150,percobaan
客气,polite,6132,sopan
文件,document,6132,dokumen
敢,dare,6118,berani
慢慢,Slowly,6112,Perlahan-lahan
ﻴ,Bleak,6111,Suram
前面,Front,6110,Depan
奶奶,grandmother,6107,nenek
黑,black,6103,hitam
答案,Answer,6091,Menjawab
棒,Great,6087,Besar
新闻,news,6086,berita
多谢,Thank you,6081,Terima kasih
可不,Not,6065,Bukan
ぐ,Bleak,6059,Suram
長,long,6046,panjang
欠,owe,6027,utang
一遍,Once again,6017,Sekali lagi
达,Reach,6014,Mencapai
权利,right,6013,Kanan
做出,Make,6006,Membuat
历史,history,5992,sejarah
挂,hang,5992,menggantung
好了吗,Ok,5980,Oke
意识,consciousness,5977,kesadaran
追,Chase,5972,Mengejar
下午,afternoon,5971,sore
尝试,try,5962,mencoba
乔治,George,5957,George
经过,go through,5951,melewati
获得,get,5951,mendapatkan
仍,still,5948,tetap
饿,Hungry,5946,Lapar
ﺃ,Bleak,5937,Suram
部分,part,5935,bagian
活,live,5931,hidup
當然,certainly,5926,tentu
队,Team,5925,Tim
带走,take away,5925,membawa pergi
竟然,it turns out,5903,ternyata
ﺮ,Bleak,5896,Suram
失败,fail,5888,gagal
一生,lifetime,5886,seumur hidup
黑暗,dark,5883,gelap
中心,center,5875,tengah
麦克,Microphone,5873,Mikropon
警告,warn,5868,memperingatkan
大哥,Big brother,5852,Kakak laki-laki
显然,Obvious,5851,Jelas
碞,cliff,5849,jurang
根据,according to,5848,menurut
动,move,5837,bergerak
不過,but,5836,Tetapi
自杀,suicide,5829,bunuh diri
这事,This issue,5819,Masalah ini
训练,train,5809,kereta
万,Ten thousand,5808,Sepuluh ribu
令人,Exciting,5795,Seru
ﻣ,Bleak,5791,Suram
难,Disaster,5788,Bencana
街,street,5777,jalan
越,cross,5775,menyeberang
搬,move,5772,bergerak
好人,Good person,5769,Orang baik
少,few,5760,sedikit
迟到,be late,5755,terlambat
恐怕,I am afraid,5741,aku takut
一杯,A cup,5741,Sebuah cangkir
病,sick,5734,sakit
没用,Useless,5729,Tidak berguna
讨论,discuss,5714,membahas
爆炸,explode,5713,meledak
因,because,5705,Karena
美好,good,5703,Bagus
放心,rest assured,5677,yakinlah
长大,grow up,5676,tumbuh dewasa
微软,Microsoft,5668,Microsoft
令,make,5666,membuat
没人,no one,5666,tidak ada seorang pun
辛苦,Hard,5661,Keras
尽管,although,5659,meskipun
美元,Dollar,5652,Dolar
吻,kiss,5640,ciuman
收拾,tidy,5612,rapi
包括,include,5608,termasuk
弗兰克,Frank,5599,Jujur
面对,face,5598,menghadapi
跟我来,follow me,5598,ikuti aku
公寓,apartment,5595,apartemen
雅黑,Elegant black,5589,Hitam elegan
邀请,invite,5584,mengundang
求求,please,5576,Tolong
生日,Birthday,5575,Hari ulang tahun
留,Keep,5564,Menyimpan
法官,Judge,5560,Hakim
方向,direction,5558,arah
一块,piece,5555,bagian
法国,France,5547,Perancis
一半,half,5544,setengah
借,borrow,5533,meminjam
确认,confirm,5519,mengonfirmasi
玩笑,joke,5517,candaan
躲,hide,5514,bersembunyi
金,gold,5504,emas
病人,patient,5500,sabar
目的,Purpose,5497,Tujuan
公主,Princess,5496,Putri
一会,a while,5490,beberapa saat
我刚,I just,5489,aku hanya
最终,finally,5481,Akhirnya
士兵,Soldier,5467,Tentara
怎,How,5465,Bagaimana
其它,other,5463,lainnya
反对,be opposed to,5462,menentang
傻瓜,fool,5460,bodoh
晚,Night,5455,Malam
拿走,Take away,5449,Membawa pergi
那家伙,That rascal,5447,Bajingan itu
对方,other side,5442,sisi lain
警方,police,5440,POLISI
假,Fake,5433,Palsu
次,Second-rate,5433,Kelas dua
不介意,do not mind,5427,tidak keberatan
赶快,hurry up,5427,ayo cepat
失望,disappointment,5426,kekecewaan
无,none,5417,tidak ada
出生,born,5413,dilahirkan
酒店,hotel,5411,hotel
德国,Germany,5408,Jerman
上班,work,5393,bekerja
覺得,feel,5387,merasa
要说,To say,5385,Untuk mengatakan
造成,cause,5384,menyebabkan
破坏,destroy,5383,menghancurkan
到达,arrive,5376,tiba
间,between,5372,di antara
巴黎,Paris,5364,Paris
药,medicine,5364,obat
不见,not see,5357,tidak melihat
冷,cold,5356,dingin
男朋友,Boy friend,5352,Pacar
想起,Remember,5352,Ingat
老公,husband,5345,suami
教堂,church,5344,gereja
起來,stand up,5343,berdiri
做好,Do well,5342,Lakukan dengan baik
盾,shield,5334,tameng
就行了,It's okay,5334,Tidak apa-apa
拯救,save,5332,menyimpan
祝,wish,5327,mengharapkan
字,Character,5327,Karakter
媽媽,Mother,5324,Ibu
一句,One sentence,5324,Satu kalimat
幹,Dry,5320,Kering
子弹,bullet,5318,peluru
节目,programme,5314,program
飞,fly,5307,terbang
玛丽,Mary,5301,Maria
方面,aspect,5293,aspek
不敢相信,unbelievable,5290,sulit dipercaya
安娜,Anna,5288,Anna
晚餐,dinner,5287,makan malam
不让,Not allow,5285,Tidak diizinkan
越来越,Increasingly,5283,Makin
巨大,huge,5277,sangat besar
很漂亮,very beautiful,5277,sangat cantik
伦敦,London,5275,London
啤酒,beer,5273,bir
好看,nice,5268,Bagus
感情,emotion,5267,emosi
自然,nature,5265,alam
汤姆,Tom,5264,Tom
一把,One,5260,Satu
一步,step,5260,melangkah
逮捕,arrest,5260,menangkap
超过,Exceed,5258,Melampaui
時,hour,5248,jam
赶紧,Hurry up,5230,Ayo cepat
炸弹,bomb,5218,bom
全,Complete,5218,Menyelesaikan
将会,will,5217,akan
主人,Owner,5204,Pemilik
可惜,pity,5202,disayangkan
算是,Be regarded as,5196,Dianggap sebagai
上校,Colonel,5188,Kolonel
家族,family,5184,keluarga
猫,cat,5181,kucing
哥们,Buddy,5178,Sobat
恶心,nausea,5177,mual
陛下,His Majesty,5160,Yang Mulia
从未,Never,5160,Tidak pernah
球,ball,5150,bola
彼得,Peter,5144,Petrus
通常,usually,5143,biasanya
名,name,5142,nama
只会,Only,5142,Hanya
撒谎,lie,5141,berbohong
兴趣,interest,5130,minat
旅行,travel,5117,bepergian
吹,blow,5116,meniup
雷,thunder,5115,guruh
没想到,did not expect,5109,tidak menyangka
比如,for example,5102,Misalnya
人民,people,5097,rakyat
穿着,Wear,5095,Memakai
干净,clean,5088,membersihkan
不少,Many,5088,Banyak
回事,Deepen,5082,Memperdalam
提,carry,5081,membawa
滚,roll,5075,gulungan
克,gram,5071,gram
用来,Use,5071,Menggunakan
队长,team leader,5065,pemimpin tim
公平,fair,5064,adil
愉快,joy,5057,sukacita
不幸,Unlucky,5056,Sial
ﻳ,Bleak,5051,Suram
选,select,5025,memilih
好不好,OK,5024,OKE
电脑,computer,5022,komputer
火车,train,5021,kereta
有意思,interesting,5017,menarik
乔,Jaundice,5015,Penyakit kuning
抱,hug,5011,memeluk
干得,Work hard,5010,Bekerja keras
说得对,Yes,5001,Ya
ﻧ,Bleak,5000,Suram
ﺪ,Bleak,4997,Suram
爱情,love,4997,Cinta
还给,Return,4992,Kembali
加,add,4987,menambahkan
校对,Proofed,4984,Terbukti
一边,One side,4982,Satu sisi
宇宙,universe,4973,semesta
请问,Excuse me,4964,Permisi
一點,a little,4964,sedikit
死去,Die,4963,Mati
心情,Feeling,4960,Merasa
撞,Collide,4952,Bertabrakan
明显,obvious,4951,jelas
不敢,Dare not,4947,Tidak berani
找个,Find a,4946,Temukan sebuah
现场,on site,4938,di tempat
一部分,Part,4937,Bagian
ﻨ,Bleak,4928,Suram
失踪,Missing,4922,Hilang
未,not yet,4921,Belum
毁,destroy,4916,menghancurkan
垃圾,Rubbish,4910,Sampah
十分,very,4907,sangat
愛,like,4907,menyukai
相当,quite,4901,lumayan
の,No,4900,TIDAK
這兒,here,4897,Di Sini
鱼,fish,4889,ikan
接着,then,4886,Kemudian
不可,Not,4877,Bukan
同,same,4869,sama
健康,healthy,4867,sehat
提醒,remind,4866,mengingatkan
包,Bag,4865,Tas
测试,test,4865,tes
随时,at any time,4854,kapan saja
事儿,thing,4853,benda
遗憾,Pity,4851,Disayangkan
犯罪,crime,4845,kejahatan
治疗,treat,4843,merawat
狗屎,Shit,4842,Kotoran
這種,This,4835,Ini
命,Life,4832,Kehidupan
太阳,sun,4831,matahari
你别,Don't,4817,Jangan
习惯,Habit,4815,Kebiasaan
大卫,David,4798,David
怪物,monster,4795,raksasa
靠近,near,4792,di dekat
反应,reaction,4790,reaksi
某个,A certain,4789,Suatu hal tertentu
意见,Opinion,4784,Pendapat
蛋糕,cake,4783,kue
时刻,time,4783,waktu
于是,then,4777,Kemudian
床上,Bed,4775,Tempat tidur
责任,responsibility,4773,tanggung jawab
充满,full,4769,penuh
热,hot,4769,panas
多年,for many years,4767,selama bertahun-tahun
楷体,Regular,4765,Biasa
亨利,Henry,4763,Henry
心里,Heart,4758,Jantung
说谎,lie,4756,berbohong
自,since,4755,sejak
见鬼,Ghost,4753,Hantu
份,share,4749,membagikan
干吗,What is it?,4749,Apa itu?
脚,foot,4744,kaki
祈祷,pray,4742,berdoa
疯子,madman,4737,orang gila
差点,Almost,4735,Hampir
我该,I should,4725,Aku harus
好极了,great,4725,Besar
说真的,honestly,4723,Sejujurnya
ﻮ,Bleak,4721,Suram
活动,Activity,4715,Aktivitas
块,piece,4710,bagian
对付,Deal,4708,Kesepakatan
命运,destiny,4704,takdir
醫生,doctor,4698,dokter
查,check,4697,memeriksa
罗马,Rome,4691,Roma
發生,occur,4691,terjadi
同志,Gay,4688,Gay
臭,Smelly,4683,Berbau
必須,must,4680,harus
照,According to,4678,Menurut
服务,Serve,4668,Melayani
糟,Bad,4662,Buruk
尊重,respect,4659,menghormati
关闭,closure,4653,penutup
準備,Prepare,4650,Mempersiapkan
期待,expect,4646,mengharapkan
号码,Number,4635,Nomor
资料,material,4627,bahan
て,Bleak,4623,Suram
机器,machine,4623,mesin
读,read,4623,membaca
盯,stare,4621,menatap
关,close,4612,menutup
办,manage,4611,mengelola
天使,Angel,4608,Malaikat
去过,Go,4608,Pergi
难过,sad,4604,sedih
快點,hurry up,4598,ayo cepat
记忆,memory,4594,ingatan
女士们,Ladies,4591,Wanita
過來,come over,4590,datang
线索,clue,4590,petunjuk
正好,Exactly,4588,Tepat
秒,Second,4588,Kedua
表示,express,4587,cepat
脑袋,Head,4583,Kepala
爷爷,grandfather,4581,kakek
探员,Agent,4579,Agen
移动,move,4571,bergerak
错过,miss,4565,merindukan
旁边,beside,4546,di samping
留下来,stay,4542,tinggal
彼此,each other,4530,satu sama lain
社会,society,4527,masyarakat
好事,Good deed,4524,Perbuatan baik
跟踪,track,4521,melacak
唔,Well,4517,Dengan baik
尼克,Nick,4515,Nick
疼,pain,4511,nyeri
弧,arc,4510,busur
及,and,4509,Dan
不断,Constant,4508,Konstan
た,Bleak,4508,Suram
私人,private,4501,pribadi
嘴,Mouth,4495,Mulut
上床,Go to bed,4494,Pergi tidur
好玩,Fun,4493,Seru
神父,Priest,4474,Pendeta
周围,around,4472,sekitar
就让,Give up,4470,Menyerah
自从,since,4459,sejak
叫做,Call,4456,Panggilan
主要,main,4456,utama
这场,This game,4453,Permainan ini
创造,create,4451,membuat
无聊,boring,4445,membosankan
作品,work,4444,bekerja
制作,Make,4437,Membuat
干杯,cheers,4433,bersulang
保罗,Paul,4426,Paulus
装,Pack,4416,Mengemas
第二,second,4400,Kedua
四个,Four,4396,Empat
法庭,court,4395,pengadilan
设计,design,4392,desain
干掉,Kill,4388,Membunuh
稱,say,4386,mengatakan
这点,this point,4381,titik ini
压力,pressure,4378,tekanan
轻松,easy,4377,mudah
哥,elder brother,4364,kakak
上车,boarding,4363,asrama
说明,illustrate,4362,menjelaskan
谈论,talk,4356,bicara
與,and,4355,Dan
超级,super,4353,super
停下来,stop,4352,berhenti
抢,Rob,4351,Merampok
区,district,4349,daerah
要么,Either,4346,Salah satu
两,two,4345,dua
速度,speed,4345,kecepatan
有钱,rich,4338,kaya
确保,make sure,4326,memastikan
詹姆斯,James,4326,Yakobus
手上,Hand,4325,Tangan
周末,weekend,4321,akhir pekan
没见,Not see,4308,Tidak melihat
警长,Sheriff,4307,Sheriff
袭击,Attack,4305,Menyerang
感覺,Feel,4305,Merasa
主,host,4303,tuan rumah
刀,knife,4297,pisau
咬,bite,4290,menggigit
上来,Come up,4281,Datang
尤其,especially,4270,khususnya
你家,your home,4263,rumahmu
船长,captain,4262,kapten
浪费,waste,4252,limbah
怎麼樣,How about it,4247,Bagaimana menurut anda?
怀孕,Pregnant,4247,Hamil
婚姻,marriage,4245,pernikahan
副,vice,4241,keburukan
信号,Signal,4240,Sinyal
天堂,Heaven,4236,Surga
恐怖,fear,4236,takut
角色,Role,4234,Peran
心脏,heart,4231,jantung
恐惧,fear,4229,takut
赚,earn,4222,menghasilkan
很难,Difficult,4214,Sulit
去世,Die,4213,Mati
性感,Sexy,4213,Seksi
记者,reporter,4211,reporter
笵,bamboo mold,4209,cetakan bambu
離開,leave,4206,meninggalkan
嘘,Boo,4206,Huuu
客户,client,4194,klien
由于,because,4193,Karena
庆祝,celebrate,4187,merayakan
嫁给,Marry,4187,Kawin
总之,Reason,4186,Alasan
惊喜,surprise,4184,kejutan
土地,land,4184,tanah
更加,more,4182,lagi
四,Four,4182,Empat
出來,come out,4179,keluar
安,install,4179,memasang
处,Place,4168,Tempat
会议,Meeting,4167,Pertemuan
女性,female,4165,perempuan
技术,technology,4163,teknologi
送到,Send to,4160,Kirim ke
年轻人,young people,4158,kaum muda
官,official,4156,resmi
地址,address,4154,alamat
困难,difficulty,4154,kesulitan
惹,provoke,4153,memprovokasi
件,Part,4149,Bagian
在乎,care,4146,peduli
和平,Peace,4142,Perdamaian
制造,manufacture,4140,pembuatan
离婚,divorce,4138,perceraian
認為,think,4138,memikirkan
那好,Well,4133,Dengan baik
似的,Like,4127,Menyukai
非常感谢,Thank you so much,4123,Terima kasih banyak
同学,classmate,4122,teman sekelas
请求,ask,4121,bertanya
看不到,can not see,4118,tidak bisa melihat
常,often,4112,sering
动作,action,4108,tindakan
不停,Constantly,4107,Selalu
今年,This year,4107,tahun ini
歌,Song,4105,Lagu
演出,show,4104,menunjukkan
参与,participate,4101,ikut
艾,Aegish,4101,Aegish
逃跑,Run away,4100,Melarikan diri
一点点,A little bit,4098,Sedikit
香港,Hongkong,4097,Hongkong
汽车,car,4097,mobil
杀手,Killer,4095,Pembunuh
提到,Mention,4086,Menyebutkan
兴奋,excited,4083,bersemangat
丹尼,Danny,4083,Danny
剩,Leftover,4083,Sisa
毒品,poison,4075,racun
史,history,4075,sejarah
踢,Kick,4070,Menendang
分手,separate,4067,memisahkan
问问,Ask,4059,Bertanya
做爱,Have sex,4059,Berhubungan seks
马克,mark,4057,tanda
一群,group,4053,kelompok
好处,benefit,4051,keuntungan
宝宝,Baby,4048,Bayi
森林,forest,4048,hutan
赢得,win,4043,menang
生存,Survive,4038,Bertahan hidup
厕所,bathroom,4032,kamar mandi
な,な,4025,な
荣幸,pleasure,4025,kesenangan
报警,Call the police,4023,Telepon polisi
地上,On the ground,4023,Di tanah
送给,Give,4017,Memberi
喝一杯,have a drink,4014,minum
世上,In the world,4013,Di dunia
想念,miss,4005,merindukan
这会,this will,4004,ini akan
大约,About,4004,Tentang
可恶,hateful,4002,penuh kebencian
合适,suitable,4001,sesuai
普通,ordinary,3991,biasa
天才,genius,3990,jenius
生物,biology,3990,biologi
之中,In the middle,3988,Di tengah
肉,Meat,3985,Daging
妓女,prostitute,3982,pelacur
尽快,ASAP,3982,secepatnya
报纸,newspaper,3979,koran
俱乐部,club,3979,klub
提出,propose,3975,mengusulkan
正式,formal,3970,resmi
洗,wash,3969,mencuci
政治,politics,3967,politik
从不,Never,3964,Tidak pernah
一辈子,lifetime,3961,seumur hidup
取消,Cancel,3956,Membatalkan
两年,Two years,3955,Dua tahun
监视,Monitor,3953,Memantau
产生,produce,3953,menghasilkan
犹太人,Jewish,3953,Yahudi
玩意,Gesture,3951,Sikap
班,class,3949,kelas
搞砸,Meson,3942,Meson
只不过,only,3941,hanya
显示,show,3939,menunjukkan
价值,value,3935,nilai
带到,Bring to,3932,Bawa ke
吉姆,Jim,3930,Jim
恶魔,demon,3924,setan
一周,A week,3918,Seminggu
状况,situation,3914,situasi
那位,That person,3911,Orang itu
辦,manage,3910,mengelola
作,do,3904,Mengerjakan
建立,Establish,3891,Mendirikan
山姆,Sam,3888,Sam
高中,high school,3887,sekolah menengah atas
娶,Marry,3886,Kawin
ﻲ,Bleak,3883,Suram
说实话,to be honest,3881,sejujurnya
